source,target,amount,is_fraud
U00903,B17400,275.53,0
U00839,B17401,2882.2,1
U00558,B17402,93434.47,1
U00540,B17403,33669.45,1
U00258,B17404,44.64,0
U00325,B17405,4189.94,0
U00165,B17406,90987.86,1
U00071,B17407,164.59,0
U00662,B17408,1259.06,0
U00379,B17409,2500.22,0
U00482,B17410,413.98,0
U00528,B17411,89.25,0
U00441,B17412,14126.22,1
U00450,B17413,1340.12,0
U00648,B17414,330.61,0
U00126,B17415,35780.74,1
U00063,B17416,2523.15,0
U00836,B17417,3510.36,0
U00915,B17418,350.22,0
U00623,B17419,402.37,0
U00774,B17420,6611.01,0
U00488,B17421,840.1,0
U00753,B17422,34722.08,1
U00776,B17423,3445.32,1
U00256,B17424,22970.02,1
U00593,B17425,2230.51,0
U00516,B17426,13320.76,1
U00309,B17427,62655.26,1
U00617,B17428,1683.22,0
U00648,B17429,3115.87,0
U00801,B17430,32088.73,1
U00449,B17431,491.63,0
U00422,B17432,15330.58,1
U00007,B17433,15987.75,1
U00982,B17434,445.78,0
U00595,B17435,2027.48,0
U00561,B17436,1567.01,0
U00003,B17437,17296.58,1
U00524,B17438,1306.93,1
U00900,B17439,4115.39,0
U00874,B17440,99396.65,1
U00921,B17441,18440.93,1
U00528,B17442,6389.54,1
U00013,B17443,1281.83,0
U00769,B17444,5379.0,1
U00305,B17445,3352.78,0
U00107,B17446,46563.31,1
U00547,B17447,10418.62,1
U00545,B17448,1210.23,0
U00104,B17449,331.85,0
U00533,B17450,1645.59,0
U00606,B17451,2364.02,0
U00612,B17452,2376.45,0
U00548,B17453,1082.54,0
U00684,B17454,874.43,0
U00374,B17455,42664.61,1
U00603,B17456,4155.57,0
U00827,B17457,703.97,0
U00693,B17458,511.89,0
U00143,B17459,16669.26,1
U00818,B17460,16073.21,1
U00420,B17461,35917.77,1
U00017,B17462,567.15,0
U00720,B17463,35671.88,1
U00970,B17464,178.28,0
U00462,B17465,3133.64,0
U00716,B17466,3419.83,0
U00775,B17467,121.5,0
U00347,B17468,33100.34,1
U00847,B17469,14381.83,1
U00433,B17470,3385.05,0
U00397,B17471,6.31,0
U00687,B17472,3197.47,0
U00270,B17473,3449.16,0
U00791,B17474,680.49,0
U00307,B17475,970.2,0
U00834,B17476,1483.31,0
U00695,B17477,3217.39,0
U00766,B17478,12801.51,1
U00774,B17479,3865.81,0
U00404,B17480,60004.78,1
U00581,B17481,3477.48,0
U00769,B17482,78327.9,1
U00252,B17483,3296.44,0
U00416,B17484,7123.22,0
U00348,B17485,10934.35,1
U00605,B17486,837.89,1
U00904,B17487,1503.94,0
U00665,B17488,6332.19,0
U00317,B17489,19129.56,1
U00133,B17490,1055.81,0
U00579,B17491,9468.77,1
U00126,B17492,2476.0,0
U00530,B17493,5296.16,0
U00459,B17494,37596.23,1
U00830,B17495,5371.84,0
U00130,B17496,1048.0,0
U00043,B17497,4200.77,0
U00532,B17498,2883.49,0
U00067,B17499,1512.3,0
U00791,B17500,2301.22,1
U00038,B17501,108.91,0
U00563,B17502,1051.09,0
U00792,B17503,2063.69,0
U00383,B17504,276.96,0
U00695,B17505,31702.85,1
U00456,B17506,82596.86,1
U00158,B17507,1166.66,0
U00386,B17508,3270.81,0
U00682,B17509,82221.95,1
U00633,B17510,2.63,0
U00510,B17511,433.0,0
U00663,B17512,21648.13,1
U00189,B17513,183.32,0
U00209,B17514,15.96,0
U00160,B17515,61651.32,1
U00206,B17516,5346.09,0
U00992,B17517,4287.83,0
U00058,B17518,6641.71,1
U00308,B17519,205.03,0
U00026,B17520,723.8,0
U00371,B17521,5627.86,0
U00881,B17522,107.83,0
U00965,B17523,1320.89,0
U00189,B17524,17297.25,1
U00431,B17525,631.13,0
U00951,B17526,4682.98,0
U00723,B17527,811.83,0
U00134,B17528,7611.34,1
U00361,B17529,603.36,0
U00896,B17530,2115.26,0
U00560,B17531,11912.17,1
U00881,B17532,2342.0,0
U00664,B17533,80274.42,1
U00984,B17534,638.09,0
U00917,B17535,2180.71,0
U00831,B17536,1964.67,0
U00094,B17537,393.2,0
U00268,B17538,5243.49,1
U00207,B17539,4376.48,0
U00516,B17540,363.09,0
U00120,B17541,267.38,0
U00132,B17542,1987.72,0
U00071,B17543,19500.43,1
U00892,B17544,836.19,0
U00378,B17545,2597.14,1
U00781,B17546,44.68,0
U00253,B17547,706.01,0
U00475,B17548,2135.98,0
U00665,B17549,527.11,0
U00287,B17550,64.05,0
U00766,B17551,1212.41,0
U00084,B17552,18339.34,1
U00162,B17553,159.99,0
U00126,B17554,3792.79,1
U00358,B17555,653.74,0
U00449,B17556,23972.01,1
U00661,B17557,5161.09,0
U00015,B17558,46654.98,1
U00447,B17559,17500.79,1
U00754,B17560,88979.78,1
U00085,B17561,10435.07,1
U00672,B17562,4143.4,0
U00396,B17563,3189.49,0
U00757,B17564,2576.56,0
U00302,B17565,21172.22,1
U00434,B17566,2362.76,0
U00239,B17567,95745.07,1
U00117,B17568,1491.5,0
U00022,B17569,1489.47,0
U00574,B17570,1997.49,0
U00867,B17571,31378.09,1
U00411,B17572,698.47,0
U00424,B17573,44819.17,1
U00886,B17574,885.57,0
U00602,B17575,11204.88,1
U00991,B17576,276.31,0
U00502,B17577,884.83,0
U00596,B17578,2139.58,0
U00707,B17579,694.65,0
U00285,B17580,1802.21,0
U00540,B17581,5576.84,1
U00427,B17582,3223.71,0
U00012,B17583,880.31,0
U00857,B17584,361.26,0
U00708,B17585,1065.49,0
U00000,B17586,19859.06,1
U00952,B17587,6144.5,0
U00857,B17588,2653.84,0
U00093,B17589,2336.95,0
U00700,B17590,1193.57,0
U00096,B17591,48835.73,1
U00053,B17592,1627.12,0
U00703,B17593,1581.98,0
U00699,B17594,20577.39,1
U00667,B17595,948.59,0
U00303,B17596,17957.18,1
U00092,B17597,1755.47,0
U00783,B17598,772.88,0
U00452,B17599,1541.38,0
U00682,B17600,139.02,0
U00383,B17601,26302.04,1
U00764,B17602,12518.62,1
U00165,B17603,46635.58,1
U00665,B17604,538.13,0
U00302,B17605,80619.42,1
U00210,B17606,3338.36,0
U00178,B17607,1120.1,0
U00214,B17608,18810.35,1
U00009,B17609,68.23,0
U00731,B17610,32081.12,1
U00269,B17611,6592.05,1
U00613,B17612,337.88,0
U00855,B17613,31781.42,1
U00458,B17614,2529.99,0
U00580,B17615,941.55,0
U00924,B17616,594.18,0
U00207,B17617,354.11,0
U00362,B17618,2040.84,0
U00597,B17619,2391.72,0
U00826,B17620,1002.87,0
U00873,B17621,1171.71,0
U00341,B17622,2043.4,0
U00230,B17623,293.4,0
U00057,B17624,4742.39,0
U00196,B17625,52588.42,1
U00075,B17626,44.14,0
U00374,B17627,2768.21,0
U00427,B17628,3698.26,0
U00108,B17629,647.24,0
U00570,B17630,2529.18,0
U00765,B17631,2446.43,0
U00039,B17632,750.47,0
U00795,B17633,9756.91,0
U00958,B17634,9411.05,1
U00029,B17635,2989.12,0
U00172,B17636,23941.24,1
U00975,B17637,9430.81,1
U00385,B17638,95.63,0
U00140,B17639,142.69,0
U00827,B17640,428.74,0
U00071,B17641,2672.84,0
U00061,B17642,1271.92,0
U00247,B17643,2872.41,0
U00817,B17644,1824.53,0
U00079,B17645,4803.84,0
U00641,B17646,2528.47,0
U00584,B17647,308.18,0
U00931,B17648,1031.57,0
U00021,B17649,760.46,0
U00865,B17650,310.61,0
U00362,B17651,1122.3,0
U00977,B17652,58.78,0
U00418,B17653,5750.99,0
U00606,B17654,668.76,0
U00846,B17655,40318.1,1
U00189,B17656,589.81,0
U00584,B17657,1928.18,0
U00983,B17658,987.2,0
U00003,B17659,14754.49,1
U00310,B17660,27119.64,1
U00302,B17661,6475.83,0
U00925,B17662,1105.59,0
U00564,B17663,4471.94,0
U00268,B17664,121.84,0
U00499,B17665,46078.84,1
U00177,B17666,772.66,0
U00973,B17667,9008.32,0
U00801,B17668,405.46,0
U00638,B17669,552.34,0
U00683,B17670,1977.68,0
U00380,B17671,760.57,0
U00917,B17672,4845.83,0
U00422,B17673,2924.89,1
U00389,B17674,925.33,0
U00038,B17675,181.84,0
U00620,B17676,1668.2,0
U00994,B17677,3552.41,0
U00594,B17678,9986.22,0
U00663,B17679,3387.78,0
U00663,B17680,4185.92,0
U00862,B17681,681.65,0
U00338,B17682,3692.73,0
U00884,B17683,45.06,0
U00039,B17684,1358.9,0
U00647,B17685,2096.04,0
U00723,B17686,21783.28,1
U00633,B17687,1142.5,0
U00797,B17688,11019.92,1
U00006,B17689,26.4,0
U00984,B17690,26671.17,1
U00334,B17691,70125.08,1
U00000,B17692,464.3,0
U00320,B17693,1911.81,0
U00451,B17694,1976.3,0
U00163,B17695,1019.04,0
U00161,B17696,205.0,0
U00302,B17697,883.21,0
U00630,B17698,3082.13,1
U00788,B17699,1715.37,0
U00926,B17700,3551.4,0
U00671,B17701,1501.12,0
U00058,B17702,15333.29,1
U00765,B17703,2460.53,0
U00576,B17704,22895.43,1
U00320,B17705,24020.86,1
U00235,B17706,1750.59,0
U00495,B17707,1481.42,0
U00970,B17708,5269.15,0
U00406,B17709,97272.48,1
U00669,B17710,632.62,0
U00292,B17711,76643.7,1
U00512,B17712,771.31,0
U00609,B17713,238.16,0
U00116,B17714,40792.23,1
U00430,B17715,4970.1,0
U00699,B17716,1418.79,0
U00021,B17717,3399.13,0
U00246,B17718,441.25,0
U00878,B17719,9415.87,0
U00877,B17720,6968.5,0
U00685,B17721,31836.86,1
U00854,B17722,2988.38,0
U00333,B17723,1267.38,0
U00733,B17724,1795.97,0
U00175,B17725,1606.77,0
U00827,B17726,2205.72,0
U00403,B17727,774.6,0
U00052,B17728,830.91,0
U00383,B17729,2500.47,1
U00500,B17730,545.69,0
U00668,B17731,771.73,0
U00588,B17732,175.39,0
U00036,B17733,314.5,0
U00394,B17734,3050.06,0
U00358,B17735,1649.93,0
U00377,B17736,49127.64,1
U00347,B17737,1050.21,0
U00613,B17738,168.46,0
U00838,B17739,49.61,0
U00569,B17740,475.48,0
U00673,B17741,10390.74,1
U00097,B17742,1481.94,0
U00535,B17743,13671.43,1
U00850,B17744,2934.29,0
U00942,B17745,2174.96,0
U00019,B17746,2352.26,0
U00102,B17747,534.48,0
U00752,B17748,3560.23,0
U00293,B17749,93580.67,1
U00379,B17750,3952.41,1
U00678,B17751,481.65,0
U00471,B17752,7324.26,1
U00986,B17753,3813.32,0
U00634,B17754,10318.15,1
U00303,B17755,2675.84,0
U00737,B17756,23074.03,1
U00466,B17757,14220.34,1
U00810,B17758,95677.57,1
U00455,B17759,4729.74,0
U00348,B17760,152.75,0
U00988,B17761,1375.1,0
U00292,B17762,47080.59,1
U00709,B17763,3059.09,0
U00932,B17764,427.26,0
U00223,B17765,24779.26,1
U00751,B17766,2099.58,0
U00730,B17767,2971.8,0
U00787,B17768,6264.2,1
U00755,B17769,14644.19,1
U00230,B17770,2378.16,0
U00444,B17771,34057.08,1
U00848,B17772,3844.36,0
U00244,B17773,1826.04,0
U00880,B17774,5401.79,1
U00114,B17775,17236.16,1
U00274,B17776,1248.32,0
U00750,B17777,255.43,0
U00857,B17778,531.0,0
U00568,B17779,1294.9,0
U00823,B17780,3122.98,0
U00910,B17781,3197.42,0
U00861,B17782,28382.55,1
U00839,B17783,867.16,0
U00271,B17784,608.53,0
U00605,B17785,40014.84,1
U00750,B17786,3215.25,0
U00754,B17787,975.1,0
U00214,B17788,7567.09,1
U00023,B17789,304.27,0
U00098,B17790,9670.56,0
U00008,B17791,32583.48,1
U00760,B17792,2065.5,0
U00721,B17793,5401.87,0
U00808,B17794,17639.72,1
U00362,B17795,1297.74,0
U00562,B17796,1074.7,0
U00355,B17797,821.18,0
U00577,B17798,2105.89,0
U00169,B17799,22923.57,1
U00398,B17800,5039.63,0
U00200,B17801,973.2,0
U00214,B17802,17198.8,1
U00281,B17803,1295.94,0
U00154,B17804,6877.75,0
U00299,B17805,14066.3,1
U00150,B17806,785.79,0
U00699,B17807,3358.27,0
U00763,B17808,21986.86,1
U00463,B17809,302.58,0
U00201,B17810,210.79,0
U00095,B17811,31470.64,1
U00325,B17812,2735.63,0
U00066,B17813,2341.69,0
U00441,B17814,22952.28,1
U00368,B17815,5284.84,0
U00319,B17816,4215.57,0
U00275,B17817,227.65,0
U00554,B17818,956.28,0
U00049,B17819,1014.08,0
U00788,B17820,5411.03,1
U00498,B17821,14330.0,1
U00753,B17822,2381.64,0
U00405,B17823,7313.36,1
U00010,B17824,2399.74,0
U00504,B17825,689.11,0
U00287,B17826,1784.63,0
U00457,B17827,3920.47,0
U00587,B17828,44273.49,1
U00425,B17829,20259.33,1
U00281,B17830,2587.21,0
U00063,B17831,17196.73,1
U00136,B17832,41127.49,1
U00390,B17833,3352.27,0
U00404,B17834,23086.24,1
U00798,B17835,19682.62,1
U00063,B17836,1178.32,0
U00062,B17837,5258.79,0
U00164,B17838,862.28,0
U00804,B17839,64989.98,1
U00151,B17840,2001.54,0
U00750,B17841,4963.58,0
U00913,B17842,888.09,0
U00589,B17843,4067.86,0
U00815,B17844,3955.57,0
U00104,B17845,17167.53,1
U00101,B17846,16745.12,1
U00921,B17847,5642.67,0
U00977,B17848,16481.12,1
U00078,B17849,4395.83,0
U00209,B17850,227.39,0
U00458,B17851,1425.84,0
U00287,B17852,464.27,0
U00504,B17853,2657.01,0
U00578,B17854,32041.24,1
U00231,B17855,1742.17,0
U00237,B17856,210.06,0
U00854,B17857,1115.7,0
U00913,B17858,761.46,0
U00720,B17859,28376.07,1
U00147,B17860,2138.02,0
U00099,B17861,19948.68,1
U00902,B17862,1491.38,0
U00961,B17863,1754.47,0
U00686,B17864,318.37,0
U00688,B17865,83.81,0
U00731,B17866,1352.01,0
U00059,B17867,1332.93,0
U00469,B17868,1809.47,0
U00618,B17869,5950.89,0
U00770,B17870,1011.69,0
U00404,B17871,1526.84,0
U00418,B17872,17359.21,1
U00520,B17873,2428.02,0
U00816,B17874,1008.09,0
U00643,B17875,2176.74,0
U00467,B17876,3250.64,0
U00776,B17877,23380.7,1
U00029,B17878,1765.81,0
U00215,B17879,339.51,0
U00471,B17880,3636.43,0
U00019,B17881,1182.1,0
U00217,B17882,4580.94,0
U00465,B17883,331.03,0
U00592,B17884,5868.21,0
U00219,B17885,5528.3,0
U00648,B17886,700.99,0
U00265,B17887,7068.11,0
U00556,B17888,90270.21,1
U00716,B17889,1708.47,0
U00650,B17890,142.7,0
U00201,B17891,2070.41,0
U00210,B17892,1888.41,0
U00370,B17893,25788.98,1
U00045,B17894,5740.6,1
U00370,B17895,365.12,0
U00495,B17896,782.6,0
U00406,B17897,3570.15,0
U00272,B17898,15139.9,1
U00022,B17899,33392.75,1
U00450,B17900,9899.94,1
U00875,B17901,18319.04,1
U00455,B17902,4190.78,0
U00713,B17903,491.6,0
U00487,B17904,173.95,0
U00491,B17905,2919.32,0
U00512,B17906,22101.75,1
U00186,B17907,25709.48,1
U00602,B17908,8023.6,1
U00339,B17909,3386.8,0
U00175,B17910,2495.92,0
U00291,B17911,27541.07,1
U00471,B17912,5942.32,0
U00757,B17913,4798.14,0
U00676,B17914,33122.07,1
U00949,B17915,2573.22,0
U00123,B17916,31362.12,1
U00258,B17917,77133.26,1
U00327,B17918,223.86,0
U00299,B17919,24906.9,1
U00471,B17920,2440.24,0
U00078,B17921,6790.98,0
U00020,B17922,1483.89,0
U00156,B17923,384.48,0
U00562,B17924,868.26,0
U00442,B17925,138.37,0
U00392,B17926,5308.96,1
U00199,B17927,22784.93,1
U00554,B17928,11030.26,0
U00944,B17929,2263.52,0
U00548,B17930,17721.55,1
U00208,B17931,47670.09,1
U00572,B17932,1817.43,0
U00921,B17933,1230.47,0
U00223,B17934,3521.52,0
U00096,B17935,2584.7,0
U00594,B17936,44019.67,1
U00235,B17937,5208.14,0
U00507,B17938,955.95,0
U00759,B17939,138.37,0
U00291,B17940,5024.01,1
U00902,B17941,1191.46,0
U00050,B17942,15503.25,1
U00456,B17943,2108.7,0
U00741,B17944,21876.86,1
U00743,B17945,1525.99,0
U00898,B17946,95.31,0
U00840,B17947,977.32,0
U00277,B17948,3474.1,1
U00981,B17949,1829.14,0
U00059,B17950,5049.02,0
U00797,B17951,1483.78,0
U00407,B17952,6300.81,1
U00750,B17953,20097.38,1
U00953,B17954,33911.68,1
U00552,B17955,581.45,0
U00089,B17956,15145.69,1
U00397,B17957,16922.93,1
U00708,B17958,7763.64,0
U00432,B17959,1045.53,1
U00647,B17960,2811.38,0
U00480,B17961,1828.33,0
U00629,B17962,2240.6,0
U00439,B17963,1216.16,0
U00470,B17964,8212.73,1
U00900,B17965,6253.18,0
U00460,B17966,4323.97,0
U00823,B17967,8800.01,0
U00794,B17968,136.77,0
U00377,B17969,11224.7,0
U00032,B17970,1378.1,0
U00607,B17971,1206.26,0
U00430,B17972,921.99,0
U00007,B17973,26743.69,1
U00489,B17974,39240.83,1
U00040,B17975,87.5,0
U00666,B17976,3646.62,0
U00986,B17977,1053.65,0
U00137,B17978,38.26,0
U00152,B17979,26862.03,1
U00421,B17980,1756.55,0
U00462,B17981,5514.17,0
U00637,B17982,365.14,0
U00976,B17983,9463.55,1
U00695,B17984,3926.82,0
U00909,B17985,3450.41,0
U00572,B17986,9316.95,1
U00123,B17987,535.53,0
U00877,B17988,3320.48,0
U00265,B17989,591.53,0
U00265,B17990,1231.67,0
U00003,B17991,5710.71,0
U00302,B17992,29111.76,1
U00363,B17993,12035.1,1
U00354,B17994,11050.18,1
U00166,B17995,33506.04,1
U00906,B17996,1519.79,0
U00136,B17997,713.9,0
U00990,B17998,465.3,0
U00255,B17999,1397.72,0
U00037,B18000,340.78,0
U00801,B18001,54.98,0
U00441,B18002,2748.84,0
U00069,B18003,17110.72,1
U00775,B18004,448.1,0
U00892,B18005,64.2,0
U00257,B18006,8337.61,1
U00253,B18007,1147.25,0
U00149,B18008,548.07,0
U00830,B18009,19590.42,1
U00092,B18010,3601.96,0
U00891,B18011,2368.69,0
U00331,B18012,91838.28,1
U00521,B18013,19193.61,1
U00880,B18014,4153.04,1
U00118,B18015,31543.02,1
U00486,B18016,824.03,0
U00262,B18017,360.15,0
U00064,B18018,297.51,0
U00587,B18019,1437.91,0
U00036,B18020,1834.64,0
U00237,B18021,6814.28,1
U00465,B18022,9794.6,1
U00551,B18023,691.5,0
U00033,B18024,2568.7,0
U00528,B18025,3803.28,1
U00038,B18026,22447.08,1
U00842,B18027,37358.2,1
U00882,B18028,2622.68,0
U00197,B18029,722.16,0
U00849,B18030,23485.47,1
U00498,B18031,9903.37,1
U00924,B18032,14092.44,1
U00995,B18033,19882.19,1
U00175,B18034,547.5,0
U00672,B18035,5662.23,0
U00354,B18036,21486.57,1
U00441,B18037,49462.77,1
U00380,B18038,4637.71,0
U00761,B18039,17000.81,1
U00458,B18040,4279.82,0
U00802,B18041,1510.61,0
U00653,B18042,5064.13,0
U00853,B18043,30989.41,1
U00737,B18044,2107.77,0
U00297,B18045,1345.41,0
U00238,B18046,1753.83,0
U00902,B18047,1296.03,0
U00015,B18048,626.55,0
U00886,B18049,2398.82,0
U00222,B18050,159.17,0
U00505,B18051,1022.38,0
U00374,B18052,514.36,0
U00975,B18053,22217.48,1
U00034,B18054,1478.22,0
U00716,B18055,780.81,0
U00155,B18056,1357.25,0
U00247,B18057,44791.6,1
U00610,B18058,3775.6,0
U00083,B18059,41179.24,1
U00596,B18060,8389.0,0
U00634,B18061,1680.82,0
U00943,B18062,2389.14,0
U00072,B18063,1043.98,0
U00995,B18064,2777.71,0
U00127,B18065,4208.19,0
U00947,B18066,2553.19,0
U00823,B18067,30459.26,1
U00340,B18068,33039.97,1
U00500,B18069,4726.13,0
U00729,B18070,1307.8,0
U00055,B18071,32697.91,1
U00048,B18072,35995.13,1
U00322,B18073,1380.91,0
U00654,B18074,2141.56,0
U00588,B18075,373.73,0
U00212,B18076,1535.56,0
U00983,B18077,746.61,0
U00142,B18078,16345.35,1
U00461,B18079,3333.71,1
U00292,B18080,9532.31,0
U00619,B18081,2429.78,0
U00608,B18082,777.27,0
U00505,B18083,223.57,0
U00531,B18084,35858.96,1
U00286,B18085,2436.63,0
U00325,B18086,7353.36,1
U00830,B18087,1640.07,0
U00192,B18088,19499.96,1
U00357,B18089,94024.57,1
U00421,B18090,646.79,0
U00715,B18091,543.14,0
U00909,B18092,1152.92,0
U00824,B18093,4759.01,0
U00292,B18094,51425.35,1
U00895,B18095,3837.71,0
U00746,B18096,2362.13,0
U00997,B18097,1602.72,0
U00974,B18098,651.54,0
U00056,B18099,35765.95,1
U00320,B18100,2079.08,0
U00550,B18101,1302.13,0
U00911,B18102,877.09,0
U00479,B18103,1241.58,0
U00997,B18104,978.88,0
U00183,B18105,89393.95,1
U00751,B18106,2308.58,0
U00514,B18107,802.84,0
U00536,B18108,1459.42,0
U00309,B18109,4411.41,0
U00350,B18110,633.77,0
U00599,B18111,7032.8,0
U00090,B18112,2647.26,0
U00632,B18113,6167.59,0
U00351,B18114,21439.17,1
U00671,B18115,649.54,0
U00877,B18116,23511.71,1
U00295,B18117,4453.79,0
U00786,B18118,11473.92,1
U00414,B18119,683.6,0
U00481,B18120,18780.8,1
U00976,B18121,963.63,0
U00379,B18122,75769.48,1
U00884,B18123,33526.82,1
U00440,B18124,2378.61,0
U00397,B18125,1570.86,0
U00401,B18126,34233.54,1
U00373,B18127,41436.74,1
U00556,B18128,4011.34,0
U00451,B18129,1072.73,0
U00588,B18130,1128.83,0
U00970,B18131,23068.55,1
U00431,B18132,151.23,0
U00842,B18133,11465.42,0
U00788,B18134,72818.64,1
U00501,B18135,872.24,0
U00519,B18136,1285.9,0
U00611,B18137,73430.49,1
U00010,B18138,280.29,0
U00529,B18139,8336.18,0
U00624,B18140,6552.17,1
U00696,B18141,352.81,0
U00006,B18142,28552.23,1
U00143,B18143,37.1,0
U00112,B18144,546.22,0
U00621,B18145,881.2,1
U00734,B18146,2995.12,0
U00039,B18147,2489.26,0
U00484,B18148,333.44,0
U00458,B18149,1036.47,0
U00553,B18150,4210.72,1
U00142,B18151,20953.54,1
U00470,B18152,537.81,0
U00169,B18153,14769.91,1
U00916,B18154,5011.82,0
U00466,B18155,181.9,0
U00005,B18156,42202.17,1
U00170,B18157,616.02,0
U00312,B18158,2101.65,0
U00276,B18159,29824.59,1
U00339,B18160,872.85,0
U00226,B18161,1396.31,0
U00493,B18162,2259.21,0
U00481,B18163,17280.25,1
U00479,B18164,1473.97,0
U00559,B18165,1622.52,0
U00337,B18166,329.48,0
U00826,B18167,2360.95,0
U00837,B18168,251.95,0
U00067,B18169,17521.48,1
U00471,B18170,12562.42,1
U00655,B18171,653.64,0
U00715,B18172,16861.25,1
U00022,B18173,27768.97,1
U00978,B18174,6690.25,0
U00884,B18175,39657.47,1
U00709,B18176,368.87,0
U00303,B18177,51972.29,1
U00639,B18178,358.13,0
U00610,B18179,1104.53,0
U00313,B18180,3629.59,0
U00185,B18181,1691.19,0
U00150,B18182,24148.12,1
U00554,B18183,1766.07,0
U00866,B18184,9467.51,1
U00691,B18185,26.2,0
U00022,B18186,6.91,0
U00706,B18187,2652.46,0
U00496,B18188,7599.01,0
U00002,B18189,504.01,0
U00947,B18190,4797.73,1
U00212,B18191,11850.29,1
U00756,B18192,746.0,0
U00380,B18193,1022.91,0
U00058,B18194,1327.61,0
U00162,B18195,1777.61,0
U00170,B18196,48596.2,1
U00319,B18197,3753.38,1
U00382,B18198,10775.4,0
U00376,B18199,632.06,0
U00540,B18200,4079.2,0
U00997,B18201,1427.31,1
U00348,B18202,3608.24,0
U00604,B18203,978.17,0
U00405,B18204,9951.74,1
U00371,B18205,1073.91,0
U00608,B18206,5604.34,0
U00900,B18207,953.44,0
U00580,B18208,615.88,0
U00156,B18209,1237.52,0
U00978,B18210,2374.03,0
U00943,B18211,6610.14,1
U00734,B18212,1003.26,0
U00074,B18213,1750.54,0
U00079,B18214,27479.77,1
U00476,B18215,37413.02,1
U00553,B18216,17819.61,1
U00319,B18217,159.11,0
U00805,B18218,3269.33,0
U00860,B18219,29018.51,1
U00730,B18220,626.19,0
U00545,B18221,10893.16,1
U00582,B18222,18023.66,1
U00519,B18223,1254.32,0
U00396,B18224,1890.96,0
U00393,B18225,3400.95,0
U00641,B18226,439.59,0
U00258,B18227,598.87,0
U00840,B18228,1043.73,0
U00095,B18229,2320.32,0
U00832,B18230,1281.44,0
U00805,B18231,2614.57,1
U00716,B18232,1781.35,0
U00021,B18233,5020.84,0
U00907,B18234,2008.34,0
U00991,B18235,7754.15,0
U00665,B18236,172.16,0
U00725,B18237,2219.26,0
U00770,B18238,378.84,0
U00156,B18239,6640.95,0
U00024,B18240,596.74,0
U00742,B18241,12793.99,1
U00730,B18242,10134.81,1
U00119,B18243,20142.93,1
U00584,B18244,5968.82,1
U00545,B18245,1812.11,0
U00785,B18246,657.87,0
U00217,B18247,9836.91,1
U00567,B18248,78.98,0
U00368,B18249,3332.31,0
U00966,B18250,1986.65,0
U00350,B18251,605.22,0
U00805,B18252,1755.78,0
U00476,B18253,179.75,0
U00331,B18254,10753.65,1
U00841,B18255,1679.31,0
U00342,B18256,39027.47,1
U00124,B18257,7348.46,0
U00809,B18258,4084.1,0
U00360,B18259,4187.18,0
U00880,B18260,6194.32,0
U00768,B18261,3017.54,1
U00795,B18262,1215.04,0
U00862,B18263,120.23,0
U00547,B18264,4688.57,0
U00655,B18265,1309.01,0
U00555,B18266,118.22,0
U00367,B18267,3280.87,0
U00552,B18268,3949.45,0
U00612,B18269,1346.04,0
U00494,B18270,12189.85,1
U00517,B18271,45350.96,1
U00981,B18272,2802.91,0
U00507,B18273,3553.94,0
U00382,B18274,20.54,0
U00476,B18275,19541.29,1
U00518,B18276,2553.23,0
U00355,B18277,32460.68,1
U00281,B18278,12244.07,1
U00416,B18279,128.02,0
U00638,B18280,25708.07,1
U00498,B18281,2386.35,0
U00885,B18282,1207.58,0
U00292,B18283,102.19,0
U00265,B18284,2882.71,1
U00786,B18285,9.56,0
U00246,B18286,26561.43,1
U00420,B18287,3425.61,0
U00847,B18288,158.57,0
U00586,B18289,14385.97,1
U00933,B18290,2529.78,0
U00480,B18291,3599.96,0
U00117,B18292,732.12,1
U00667,B18293,2819.59,0
U00328,B18294,5714.03,1
U00852,B18295,1162.02,0
U00382,B18296,4002.48,0
U00633,B18297,385.44,0
U00246,B18298,1998.1,0
U00687,B18299,2735.4,0
U00275,B18300,11603.82,1
U00734,B18301,26689.89,1
U00508,B18302,6763.41,1
U00273,B18303,363.54,0
U00340,B18304,225.63,0
U00991,B18305,1895.15,0
U00045,B18306,2083.29,0
U00889,B18307,34174.02,1
U00453,B18308,6403.82,1
U00536,B18309,1250.39,0
U00409,B18310,2664.9,0
U00484,B18311,74531.04,1
U00358,B18312,6052.12,0
U00828,B18313,41.08,0
U00560,B18314,940.69,0
U00603,B18315,2405.07,0
U00338,B18316,81731.6,1
U00994,B18317,473.29,0
U00227,B18318,14383.96,1
U00034,B18319,1079.04,0
U00912,B18320,960.04,0
U00765,B18321,1559.37,0
U00423,B18322,2043.41,0
U00647,B18323,503.2,0
U00992,B18324,55637.11,1
U00444,B18325,1089.42,0
U00805,B18326,6032.36,0
U00221,B18327,83138.21,1
U00672,B18328,4603.51,0
U00717,B18329,2403.09,0
U00234,B18330,6568.69,0
U00457,B18331,730.5,0
U00111,B18332,19948.79,1
U00660,B18333,3246.93,0
U00531,B18334,528.0,0
U00307,B18335,602.79,0
U00820,B18336,5140.12,0
U00523,B18337,2705.95,0
U00337,B18338,643.94,0
U00261,B18339,11321.8,1
U00277,B18340,7007.94,1
U00673,B18341,2926.42,1
U00052,B18342,446.54,0
U00229,B18343,16791.36,1
U00839,B18344,2498.73,0
U00254,B18345,2974.2,0
U00557,B18346,1042.68,0
U00466,B18347,3623.47,0
